NOMBRE_COMPANIA|COMISION_COMPANIA|IDENTIFICACION_EMPLEADO|TELEFONO_EMPLEADO|NOMBRE_EMPLEADO|NUMERO_CUENTA|NUMERO_TARJETA|OPERADOR_TARJETA|VENCIMIENTO_TARJETA|SALDO_CUENTA|MONEDA|COTIZACION_USD
Prime Dynamics|7.47|122-89-1735|6111843955|Connor Young|2009fb79-ffb8-41f4-93f2-af96bfa75dc3|4985908782558451|American Express|05/28|30470.93|Real|0.19
GlobalCorp|15.43|844-13-0003|+1-588-267-1144x8948|Alicia Lee|031b7e2c-a556-45ab-9d9d-8550ef4bb096|4051475832522936|Discover|08/26|2650.48|Real|0.19
GlobalCorp|1.87|085-31-2547|(207)839-2862x38783|Joy Ball|93a34fa6-577a-4328-b558-99d229636560|4228314575410132|American Express|08/25|99423.66|Dolar|1
Apex Solutions|16.77|068-36-9803|+1-755-316-5293x730|Dakota Calderon|ff155f31-fd75-4a6a-9ede-b1debae760ad|3584242873893503|Discover|11/27|49811.85|Dolar Canadiense|0.75
GlobalCorp|6.89|531-99-8838|263-541-1499x195|Melanie Everett|3b886079-bf08-4aa0-b862-4364c6271c10|675907048424|American Express|08/27|59853.54|Pesos Argentinos|0.0028
NextGen Ventures|6.36|214-08-7052|(134)843-1982x82739|Jason Wilson|a17d12ad-29fd-4843-854b-72b14b0e0da3|501835258937|UnionPay|07/28|54604.12|Libra|1.3
NextGen Ventures|10.99|229-21-3295|790-703-9661x1840|Jeffrey Brown|fd92457f-fb18-4937-b306-345cda8cb143|3557527601285292|Visa|09/26|61203.31|Pesos Argentinos|0.0028
Prime Dynamics|13.12|495-10-5953|001-076-977-3693x20512|Timothy Vang|9180d88b-4506-47c5-8e76-338be7946229|4739846748361504|American Express|05/28|71385.16|Euro|1.1
BluePeak Systems|1.77|856-94-7711|088.512.3759x99610|Matthew Nichols|75b2267b-4860-4476-8b12-81f38bd7b28f|4871774307417|Mastercard|12/25|98516.98|Real|0.19
EcoSolutions|17.35|642-18-2864|001-177-440-9963x018|Wendy Young|f81d3145-4e72-4967-b8e7-b5fbe1b3a176|3511517864217640|UnionPay|03/29|39923.57|Libra|1.3
EcoSolutions|18.97|017-01-3572|850.573.1237|Sheila Rodriguez|c7ddfeb6-5d15-41f5-a881-0483be2905f1|5302836391118461|Mastercard|02/26|63355.64|Pesos Argentinos|0.0028
Visionary Labs|14.09|103-87-3822|001-585-686-0126x02771|Brittany Diaz|48725999-c866-4d54-bef8-dc7fc799f334|4413149807530|Visa|12/24|22791.49|Real|0.19
NextGen Ventures|17.74|167-54-3355|+1-525-797-0351x216|Stephanie Hutchinson|14720264-bea6-4d21-8c31-07aa1117ff45|345307847845099|Mastercard|04/25|933.17|Dolar Canadiense|0.75
Prime Dynamics|7.13|566-25-4472|001-455-913-0539x050|Martin Harris|f6bfeec8-1784-4929-a9d1-b66014fd7861|2222842836217474|Visa|12/25|42675.21|Dolar|1
NextGen Ventures|2.85|445-53-0596|703-287-7368|Katie Robinson|e8effd56-6227-4e83-9db7-7a8312b12d0f|180020623481496|Visa|09/29|35601.58|Dolar|1
EcoSolutions|11.16|083-35-0467|749.966.2039x6340|Amanda Peterson|a2848e23-6817-40fe-ab86-59179563e7e7|4234475664285099|UnionPay|06/25|12353.83|Dolar|1
Visionary Labs|8.12|117-46-3203|+1-787-119-9351x82417|Roger Johnson|64c5653c-ac56-4c72-b3ba-bd0c6b20d657|4283177213798|Mastercard|05/27|93466.48|Real|0.19
Apex Solutions|19.42|897-74-5543|001-997-196-1311x980|Jennifer Brandt PhD|0eeba797-8ded-4a63-a3de-b9cf2bbe0ebc|675907956519|Visa|05/28|96317.36|Dolar|1
BluePeak Systems|4.35|285-38-7726|001-597-853-6541|Sheri Hester|6a97f6e5-4ae6-4ce3-9681-e5e44c05f016|4788194391500|UnionPay|08/28|12836.46|Euro|1.1
TechNova|14.49|317-84-3234|+1-388-547-3716x85428|David White|2764c043-2e52-4fff-bb15-59e267f6803e|2704169531301909|American Express|11/27|70903.31|Euro|1.1
EcoSolutions|19.89|465-44-3170|001-156-072-7976|Tammy Jordan|b1df872d-f02c-49f7-9fc4-082b66c94b01|3556030302231930|American Express|07/29|91420.3|Euro|1.1
Visionary Labs|3.93|496-99-3412|991.312.1701|Richard Adams|21f15557-38c7-4e3a-b25a-94620fd5b096|6011615155764243|UnionPay|04/25|92548.56|Pesos Argentinos|0.0028
Skyline Ltd|17.65|474-65-0692|117.957.7682|Jimmy Bennett|f20b536d-391b-4f75-95e9-15fbdf3fd001|4226302943662052680|Visa|07/26|28712.93|Dolar Canadiense|0.75
Apex Solutions|10.07|355-47-4155|(410)929-1255|Jeremy Hernandez|2aac049d-7c9c-40b3-b14a-74d255ff7e41|3558362765652817|Discover|06/27|94224.18|Yen|0.007
Prime Dynamics|3.67|368-25-2013|130.084.8617|Melinda Garcia|8e307980-b895-4b2a-8489-c45ed69fb5cb|587721436786|UnionPay|07/25|36296.89|Pesos Argentinos|0.0028
NextGen Ventures|16.1|033-72-7166|+1-748-394-9162x401|Shannon Pratt|360d0bf3-e28b-45d5-8083-38e7e577ca40|4048245200253065946|Mastercard|06/28|7879.86|Yen|0.007
GlobalCorp|16.3|259-94-0253|4274992547|Lance Turner|6bb60228-b799-44c9-82ba-270d50253129|4530175689427285|Mastercard|10/25|85065.57|Dolar Canadiense|0.75
TechNova|19.0|868-23-8489|(890)534-6588|Megan Duke|070591ee-080c-4a64-9b01-3511799e3136|4499313578130|Visa|04/26|73659.58|Euro|1.1
GreenWave Inc.|6.42|262-98-5464|001-469-255-5186x0196|Julie Williams|ac227854-4fd8-4d76-8f5a-837e96fc4859|6533630852853909|Mastercard|08/26|53021.02|Dolar Canadiense|0.75
Visionary Labs|18.96|810-79-0187|816-171-5796|Joy Love|bbf79614-0700-4a97-af22-3ee55737e585|3569283832191885|UnionPay|02/25|46249.52|Dolar|1
Visionary Labs|4.58|494-88-8998|+1-064-783-8473x26550|Janet Perez|8d29c6b7-bfd8-4852-9d9b-032516c844a4|30264239483775|American Express|02/25|7477.0|Real|0.19
Skyline Ltd|4.28|087-01-1496|(750)935-1073|Bryan Martin|dc63d7ae-7b38-4ec1-8092-2887201e5480|5514951249344948|Visa|07/26|39133.32|Real|0.19
GreenWave Inc.|1.6|018-20-4908|288-549-5673|April Moss|d5bbeac8-81f2-4165-af3d-e5c2c7a7798d|3599953812537992|Mastercard|11/28|62816.53|Euro|1.1
NextGen Ventures|6.39|500-25-7729|118-162-7113x76396|Christopher Moore|5e862107-5857-4a5b-aeb7-633e66951ba2|4195152594837466|Discover|01/25|11493.0|Pesos Argentinos|0.0028
NextGen Ventures|8.84|839-64-0164|(782)666-0151x406|Julian Mason|cd7efd97-e712-4db2-92b2-20dbea6f9b6c|6011236484646728|Discover|07/29|32473.48|Libra|1.3
EcoSolutions|3.96|366-65-6095|001-458-865-3301x60984|Lori Griffin|c4d45910-cff7-41d7-8293-305ae62d90c2|30124953328608|Visa|07/27|40881.6|Yen|0.007
Visionary Labs|13.7|107-54-7948|(174)049-1684x5107|Cynthia Murphy|8925adaa-a18e-4e01-9a39-af4b524b5185|30527618825927|Mastercard|07/27|47240.59|Libra|1.3
Prime Dynamics|5.64|767-55-0514|602.633.8075|Christina Wallace|ce9cfae7-48d5-4831-84b5-98d541f86503|30479253270896|American Express|04/26|82320.45|Real|0.19
GreenWave Inc.|10.66|640-54-5197|001-214-497-8329|Brian Kennedy|9080864b-e937-4a03-ba4d-f23bb3d4e55f|345169880156242|UnionPay|10/27|35556.27|Euro|1.1
Skyline Ltd|6.88|177-73-1639|(686)240-4086x932|Loretta Smith|23f292d2-e44f-4aea-bb10-0016b7d27353|379003972880253|Mastercard|08/29|60009.73|Euro|1.1
Prime Dynamics|2.08|217-63-3758|(150)817-4496|Wendy Gentry|ea0bafa7-f621-4004-b21c-dcae3225971f|4547737733648|Discover|10/26|66450.52|Real|0.19
Visionary Labs|14.22|307-83-5559|478-217-2737|James Thompson|cd480362-57c2-4ab0-993c-0556f9c6b89c|378839863934803|Discover|11/29|40856.28|Yen|0.007
EcoSolutions|16.43|687-03-0038|655-140-2995|Candice Long|65e03df3-9ee8-4ee7-b5d0-4aadc82223e9|3544708672351207|American Express|04/25|26522.85|Real|0.19
Prime Dynamics|17.78|194-33-1714|(152)513-0781x213|Valerie Vaughan|fcc1dae3-270c-450a-9ca1-6a6d2d162d17|345834832093187|UnionPay|04/27|68539.38|Yen|0.007
Apex Solutions|4.77|566-33-3016|001-166-659-0892|Fernando Baker|012808da-bcba-4340-9fbf-6ec182e21670|4382236618215705149|American Express|04/28|70807.01|Euro|1.1
TechNova|10.26|591-56-1892|039-797-9318x2738|Matthew Cabrera|caa78b5a-3b33-4e0b-ba9e-69d72304bf62|38081600005645|UnionPay|11/29|53770.83|Real|0.19
GreenWave Inc.|17.34|217-47-9012|001-463-403-2247|Dana Morrison|ded89802-3194-4568-842b-3a169fce917f|4940127922603812|Visa|10/29|77616.39|Euro|1.1
GreenWave Inc.|5.67|356-52-2079|680-040-9002x94097|Elizabeth Soto|6bc3b8ae-eeb2-471a-b4da-b4c6bb4ed427|3501623853198437|Mastercard|09/25|52559.8|Yen|0.007
Prime Dynamics|10.29|073-70-6650|655-061-4624x6048|Karla Bell|13f8a349-77a5-4d23-9500-befe906a6aa1|342425071661785|American Express|08/29|40584.81|Yen|0.007
Visionary Labs|0.91|181-01-8590|6826571071|Laura Wright|9bb3e785-9e9d-4389-a6a6-c3d2e03bc914|30225253243189|Mastercard|12/26|12923.07|Real|0.19
GlobalCorp|15.89|058-42-8919|588-480-9694|Jeremy Cardenas|5a456447-d521-44f2-99a1-640a4a825d89|372614927196509|American Express|12/24|77132.07|Dolar|1
GlobalCorp|14.29|318-11-9665|174-543-5411|Jason Williams|93c9a89f-ed36-4550-a8ef-12e173e5850f|4462468850596448|Mastercard|02/25|32199.45|Pesos Argentinos|0.0028
TechNova|9.49|241-47-5490|673-064-8985|David Arnold|68e68147-a7b0-480e-aabb-d06ab64139c9|2720111942680323|American Express|12/28|32417.02|Yen|0.007
GreenWave Inc.|10.36|520-50-9445|3282089550|Brittany Davis|766f6005-7e68-4310-89e4-bb247356a9d0|3522119570894981|UnionPay|03/28|86336.54|Real|0.19
GreenWave Inc.|10.94|192-67-5452|(688)679-7194x760|Melissa Thompson|f638f2e4-ddcf-45f1-b120-9613665fb622|213108911803058|Mastercard|10/25|99812.19|Euro|1.1
Prime Dynamics|17.55|235-52-7474|+1-723-012-1931|Scott Baxter|2695f0c6-a793-4e3d-949d-1613b2bed2cf|3514873674839082|Discover|07/28|77137.03|Dolar|1
EcoSolutions|10.8|520-68-9569|364.924.9195x976|Dr. Megan Carroll MD|c91194a5-23c6-4afc-b2b8-23b4f72e7e32|4949584953267555|American Express|07/29|31235.14|Libra|1.3
TechNova|17.2|722-90-3138|(574)247-2911x5740|Jessica Lee|fd26d157-14ac-4ed2-9aca-9330f7952275|180061376039446|Mastercard|04/27|9714.5|Real|0.19
Visionary Labs|4.31|738-99-9186|+1-214-015-2314|Brittany Schaefer|b771dfea-a3b6-4497-9022-9077b415a2f8|180074843746055|American Express|08/29|64710.16|Euro|1.1
GlobalCorp|10.37|470-40-7721|417-031-2920|Paula Adams|48044e2c-df9c-4d47-bd68-ef9ecda479cb|503891735964|Mastercard|04/28|1198.01|Yen|0.007
Apex Solutions|15.97|688-86-2175|931.867.6354x2636|Robert Ramirez|111744d1-8580-418d-a814-47871789fcbc|6599709338352388|UnionPay|08/28|80532.92|Yen|0.007
GreenWave Inc.|12.92|621-76-5117|8903720367|Alexander Jones|4f88e20d-a1eb-4fa4-af0a-7ac8c32c5d72|4202461516325000|Visa|11/26|5256.9|Dolar|1
TechNova|7.9|281-78-5452|(914)402-9430x1855|Brandy Thomas|36291e25-4cb8-4f39-8642-5bb8561acf90|180076425929835|Discover|05/29|52623.4|Euro|1.1
BluePeak Systems|11.23|629-70-3664|821-364-5896x109|Karen Terry|890c1080-f33f-402e-8c87-c268e95cef5d|3524557304428923|Discover|10/28|45566.34|Libra|1.3
NextGen Ventures|5.01|548-47-3577|(563)439-3466x21665|Leslie Harvey|02211e53-8730-43bb-b960-1c3f285ccc78|4028552199727469461|UnionPay|08/26|70952.87|Yen|0.007
Skyline Ltd|9.37|357-04-3352|429-668-2073|James Walker|60870ee2-564b-4261-8244-94309f9fbd05|4938825970384666461|UnionPay|10/28|80414.63|Dolar|1
Skyline Ltd|17.7|518-86-7999|001-976-756-6731x4953|Jill Castro|b47b1927-cb3b-40e0-a72d-9c53b5342cd5|3515263924840438|Mastercard|03/29|24314.08|Libra|1.3
Visionary Labs|8.98|214-70-0939|001-673-590-0262|Clayton Jones|8dbcbcf0-05ac-42df-881e-b26d506f190c|3552553405988548|UnionPay|08/26|42320.32|Libra|1.3
TechNova|19.3|737-19-3358|567.443.5868x858|Gina Nelson|239428de-a3f9-49fe-8497-81c929721b5e|4267654887363236|UnionPay|04/28|25471.56|Euro|1.1
NextGen Ventures|10.63|117-97-1274|(572)559-5030x319|John Shah|f25416ab-f105-4a34-99bb-7775b8205033|4091199900106487|UnionPay|05/28|58139.12|Yen|0.007
Skyline Ltd|18.45|610-13-5470|(883)908-9289|Jason Anderson|495b7ffe-f860-4909-94e1-7c39e0e4efd8|344415958034667|American Express|01/28|67178.08|Yen|0.007
BluePeak Systems|3.58|560-05-7818|1362364375|Eric Perkins|8e207b98-836c-40f6-9fa7-cc188998876b|6011432650571226|Visa|02/26|8702.19|Dolar Canadiense|0.75
Visionary Labs|11.86|220-46-0535|2009916954|Oscar Sanchez|a59520a3-2da8-452f-bbe9-a7ce0ca0c996|3583435143803135|UnionPay|04/26|39653.71|Libra|1.3
Visionary Labs|0.52|145-41-3399|836-525-3356|Michael Williams|b227e3b1-668e-41e9-9fa2-043b5287f8f3|4855602965100077|Visa|03/27|45654.09|Euro|1.1
GlobalCorp|11.1|398-98-9181|(998)298-7932|Haley Davila|eec1bb57-eec8-4d21-8944-a2d7a11061d7|4878586741009509|Mastercard|12/27|72319.4|Dolar|1
Apex Solutions|7.76|340-13-4902|001-743-553-0428x7811|Deborah Kelly|3e9d9e80-0efd-4791-a75d-ec48a8551a93|180054465113362|Discover|06/26|96479.47|Libra|1.3
Prime Dynamics|18.28|738-97-0094|001-094-673-6046|Jennifer Stone|1be380f2-32cd-4de1-95ce-581bde11ab3f|675939931241|Visa|07/25|90058.93|Libra|1.3
GreenWave Inc.|3.42|832-73-1892|169-265-0102x8932|Tara Wells|228dda3a-5f66-4bfd-9fe2-bea10df2a0ba|213144464162089|Discover|09/25|58169.66|Dolar|1
TechNova|13.87|838-04-4079|+1-260-638-2970x78384|Karen Welch|4cb6c1ad-e4c8-4f67-a23a-a7a281d2c7b8|2720173671994762|Mastercard|01/27|37899.02|Euro|1.1
GreenWave Inc.|12.93|762-36-4910|(733)191-7338x412|Amanda Jennings|34295084-c223-42cf-b7df-16fd9436520c|6011400149703122|UnionPay|06/28|2930.54|Real|0.19
Skyline Ltd|8.19|284-99-7789|(346)137-2111x955|Courtney Miller|335f1cff-61b7-406c-9931-1fb3803ff59e|4324774584641386|Discover|10/28|88330.21|Yen|0.007
Visionary Labs|3.77|859-25-4868|+1-769-077-6257x7493|Betty Moody|fe4bba2e-ffe5-4b51-b82d-1bd8e6544063|4493633376994004|UnionPay|07/26|13340.75|Yen|0.007
Visionary Labs|16.7|221-14-4381|001-248-429-2955|John Bridges|c1e5af64-57e2-4053-b88b-d9da69a8223f|4448815909248809463|American Express|01/25|9084.26|Dolar|1
BluePeak Systems|8.01|635-19-0770|341-332-4699|Willie Foley|22a4a11e-153c-4087-85a9-93e5fa7950ab|4259247719136225|Visa|08/25|16617.94|Yen|0.007
NextGen Ventures|7.07|539-31-7682|+1-933-848-9258x415|Lisa Hernandez|6ccefff0-260d-4e7a-a30e-d545bbeb2b4b|3556909524672486|American Express|02/27|58985.61|Dolar Canadiense|0.75
Visionary Labs|3.86|372-59-8410|(541)362-6853|Joshua Parker|a54fc128-b0e6-4bff-81b7-68f40174002e|213180794529936|Visa|06/27|31268.11|Real|0.19
Prime Dynamics|7.77|221-84-1538|519.427.6211|Danielle Jackson|5265e4fa-7b93-4713-ada7-0655fa3c79e5|060494191178|Discover|04/26|67501.82|Dolar Canadiense|0.75
GreenWave Inc.|4.15|369-39-3268|(243)312-2048|Stephanie White|23bfea6c-de87-4a16-97bb-bccba3e691bb|4338545879488103|Discover|08/26|70666.32|Pesos Argentinos|0.0028
GlobalCorp|3.35|504-48-2182|+1-764-220-8218|Cindy Mcintyre|8f9d1db1-ab2d-45a0-8fbf-a8a879469cca|379323734619587|UnionPay|03/28|93165.02|Pesos Argentinos|0.0028
GlobalCorp|8.27|805-48-2361|9232822852|Diane Barker|43f5609b-a417-4bea-b574-72491fd4dcb5|4570466786646906|Mastercard|08/26|93625.11|Dolar|1
GlobalCorp|10.56|599-55-3766|891-006-3254|Aaron Graham|cbcb668c-38d1-4243-a01f-94ae7a395cdd|4496676188729370|Discover|03/27|65896.14|Pesos Argentinos|0.0028
Apex Solutions|2.94|733-90-1961|(018)777-5924x84670|Jonathan Lewis|2189dccb-6f22-493e-b7cf-1d72d731d558|630407759079|Visa|11/26|42114.25|Real|0.19
BluePeak Systems|19.98|517-13-9823|001-588-316-5155x667|Alexis Haney|71198581-aacb-4615-b1de-7764b2b9f878|6011059542995121|American Express|11/28|64406.43|Euro|1.1
NextGen Ventures|11.75|300-44-5659|001-392-410-7394x758|Ashley Andrews|2cfee447-ce38-40d1-a748-fbdd574548c6|4607841042620639|Mastercard|07/27|8352.5|Dolar|1
Apex Solutions|10.74|334-08-8401|282.031.5629|Toni Smith|28a5b947-695b-4a1d-84f6-35abafc91a60|3529536161691828|Mastercard|01/26|95188.68|Dolar|1
EcoSolutions|3.04|151-65-7073|(566)537-2302|Randy Allen|f53f25d3-6897-4679-9ea4-ac55d929e0aa|374229881331311|American Express|03/27|32051.97|Euro|1.1
GreenWave Inc.|1.45|273-05-7722|+1-487-636-9911x2940|Daniel Valdez|decdde0f-fa91-4fe3-afc6-fbd6e9796216|4914827961889493|American Express|03/28|11246.3|Euro|1.1
GreenWave Inc.|16.78|839-28-3350|+1-846-220-8221x103|Jerome Rodriguez|7b067516-ed0e-4f8e-aade-34e78ec356fd|3532763075706691|Mastercard|01/26|67923.63|Dolar Canadiense|0.75
EcoSolutions|16.86|837-96-2986|+1-027-276-8177x7494|Tammy Camacho|9294d786-4c45-4da3-a8ad-780b74c8c02c|213168114585506|UnionPay|06/26|15992.58|Dolar Canadiense|0.75
Visionary Labs|18.13|613-96-9342|428-267-4343|Eric Hernandez|cd056e6c-1d35-4d60-8851-e29f83c2b2af|676273112489|Discover|02/25|86344.78|Libra|1.3
Skyline Ltd|10.7|175-34-2548|6000678859|Douglas Boyd|ee7879a7-247a-4810-8e73-22177eae912c|3519275146788589|UnionPay|11/27|53283.11|Yen|0.007
BluePeak Systems|14.38|698-56-7792|(919)625-4453|Sherry Fuentes|78df27fd-7767-4f84-8d26-9563ab052ff7|4016749913142721|American Express|10/28|34225.63|Euro|1.1
GlobalCorp|14.73|506-14-5598|(068)298-2923x649|Caitlyn Dennis|88f0e68b-f342-4040-b08c-f53ad2a34f24|676164453869|Discover|03/29|59969.64|Pesos Argentinos|0.0028
Prime Dynamics|15.77|603-94-1463|(430)666-1837x07090|Miss Anna Nelson|95c5d56f-2bed-4fb9-a1eb-d0f9c7d8f94b|4188609259662439|UnionPay|07/28|73454.36|Euro|1.1
GreenWave Inc.|3.33|294-17-6302|001-309-433-7729x938|Dr. Kyle Robinson|02d10c5b-9bbe-4e72-bb56-4d010b22557a|3577624588719991|Mastercard|10/25|32581.81|Real|0.19
EcoSolutions|18.13|151-39-6961|479-845-1519|Bonnie York|f74af530-afda-4293-8d56-ac63a84a6e86|4670138718827008|UnionPay|12/28|618.44|Libra|1.3
Skyline Ltd|18.07|095-37-3729|(751)831-8047x5044|Tyler Haynes|d41a6b0f-b0d5-429f-a692-7e9073846187|6570494758297743|UnionPay|04/25|19434.74|Pesos Argentinos|0.0028
Visionary Labs|11.27|669-95-1415|(625)644-4800x04122|Frederick Pearson|a1c5aa3e-c850-4df6-af25-ad5a73826b99|180059399419132|Discover|12/24|79009.91|Libra|1.3
TechNova|15.5|305-17-6868|(106)240-2964x351|Yvette Pierce|3708a9cf-b5fe-416d-999b-ca05b55581cc|4001678777073|Mastercard|11/28|40172.12|Dolar|1
EcoSolutions|12.66|434-75-3516|666.404.9158x04623|Judith Morton|c38d551f-3e50-4fa7-b887-d3b2467c22ff|6588758993510718|American Express|02/26|9420.15|Euro|1.1
BluePeak Systems|18.18|054-67-8032|422-409-9564x8281|Mrs. Angela Hawkins MD|7f9e045f-c928-4984-a9f9-c6c41035cca8|3573040085131883|Visa|07/28|91769.35|Real|0.19
GlobalCorp|19.52|400-49-5624|065.237.5763|Nicole Mcintosh|1608bb13-fe0b-4bcd-97cf-df917b9ca5d7|4913183517051|UnionPay|01/25|99562.66|Dolar Canadiense|0.75
TechNova|1.06|730-17-3649|(136)493-6494x8333|Jerry Garcia|c88e4fbe-ad9a-467e-bb2a-0063a97333e4|4108051863961294|Discover|02/28|97827.8|Pesos Argentinos|0.0028
BluePeak Systems|3.17|484-90-2843|001-418-121-1007x86486|David Martinez|caa69de1-3467-4715-9b67-137ba799a645|6011542759414456|Visa|02/29|68590.01|Euro|1.1
GreenWave Inc.|14.71|642-02-7682|+1-326-064-3035x72954|Raymond Lyons|266c1490-9f3d-4beb-a85b-454282009244|377919006916858|Discover|04/26|88549.77|Pesos Argentinos|0.0028
EcoSolutions|3.33|243-22-2320|592-357-7326|Robert Johnston|1265ad12-0b37-42ee-9405-442e4216da35|4475214729386|Mastercard|02/29|12876.52|Euro|1.1
GreenWave Inc.|13.36|521-49-1719|+1-727-071-2218x2161|Evelyn Cohen|563079d6-1672-4dfa-a1a5-8c6c4979096c|2286662357239787|Discover|06/25|77649.5|Real|0.19
NextGen Ventures|8.6|446-71-0079|566.364.7520|Natalie Kelly|7dbb5736-cee5-407c-9803-79b442f75606|4413073900161455583|American Express|01/28|85506.88|Libra|1.3
Skyline Ltd|5.91|604-85-0243|(432)208-6868x982|Karen Anderson|1d5386d2-acd9-41ef-95ec-4697289ed23f|5121086986788091|UnionPay|01/26|85845.88|Dolar|1
EcoSolutions|19.93|793-09-3696|648.326.6962|Evan Chavez|b6c84b28-157d-44cb-a5a4-61702f2cb287|4375932500717361566|UnionPay|09/28|88690.15|Pesos Argentinos|0.0028
NextGen Ventures|19.33|875-09-6973|061.572.8319x82593|Christian Ford|5e66256d-728a-49b0-ae5f-4485c03d5c81|30271412295785|Discover|12/28|7983.65|Euro|1.1
Skyline Ltd|2.1|609-52-8045|823.250.9265x254|Sean Sherman|1f9ae725-f3d6-47b6-9860-d05f2b7c93a6|4774175888899644|Visa|01/25|12991.17|Dolar Canadiense|0.75
NextGen Ventures|2.47|668-97-8892|(969)739-5102x13762|Samantha Smith|21a0db90-d915-4e3f-b73c-dc3b730b353a|676237309809|UnionPay|02/26|38586.46|Euro|1.1
BluePeak Systems|11.36|033-09-0722|525.704.9423|Larry Holmes|2e5c9cc6-1f14-4637-8648-9258eca4f168|675956451685|Discover|10/26|67790.61|Dolar Canadiense|0.75
Skyline Ltd|13.62|669-17-7553|001-911-754-6872x672|Darren Sanford|ad34f75b-75aa-4181-9c1a-db06d39e242c|4582865348200852218|Visa|11/27|35173.04|Dolar|1
BluePeak Systems|8.94|036-82-4810|6588008500|Zachary Arnold|062b0270-b7fb-419d-a2e0-778bff743c1b|4366087891363|Mastercard|03/27|30001.65|Yen|0.007
Skyline Ltd|2.43|345-25-8308|+1-344-948-7885x4281|Vicki Hart|c44e3023-e239-4354-a6b8-cc6cdc8c1caf|6546976505745967|American Express|10/27|91283.78|Yen|0.007
TechNova|16.94|465-68-2796|152-591-7434x18146|Alicia Coleman|9a3c89ce-e1df-4e38-ab75-3a8d80ea1e87|3520463796034036|Visa|11/28|87367.17|Dolar|1
TechNova|18.02|037-06-8869|354.941.9109x895|Jared Eaton|141e40ec-010d-4cc8-aa3a-b1507802091c|3590483207136951|UnionPay|09/28|94278.5|Euro|1.1
Visionary Labs|8.87|413-73-1775|(153)890-6669x825|Lauren Lopez|775f7237-2b11-4eaf-97f7-42af61f17975|6567326065982358|Discover|09/25|97587.33|Yen|0.007
GlobalCorp|9.77|856-40-6737|409-360-8765|Rebecca Francis|8c0340ad-db4f-4995-a976-a0991d028059|4842774349033740|UnionPay|05/29|10220.17|Yen|0.007
NextGen Ventures|17.65|247-62-0756|203.615.7985x9447|Michael King|041a0434-0d59-4e2f-a46c-08cdf2d96d2b|4957999256848688|UnionPay|08/28|1526.5|Dolar Canadiense|0.75
NextGen Ventures|4.04|273-33-4666|(910)555-4873|David White|268be259-6668-48b5-999f-9eb3b88c9d92|370741629481590|Mastercard|11/28|81571.47|Pesos Argentinos|0.0028
Apex Solutions|2.6|111-88-1150|652.870.8559x12000|Gabriel Hunt|4d81ec4b-37f8-4b3a-b5bc-9f159bc170ef|4827785908749673|Visa|01/25|73555.24|Euro|1.1
GreenWave Inc.|16.47|501-02-8279|+1-782-164-6122|Cindy Scott|44079f67-1f78-45ab-9cd2-174f66535791|4159485846984114|Discover|03/25|22817.82|Yen|0.007
GlobalCorp|11.64|538-65-4879|(482)559-2712|Lindsay Yates|3c1e4a0e-650e-4eb5-a91f-c44037bcdea3|180065629686093|Visa|07/26|19133.66|Euro|1.1
Apex Solutions|18.9|635-07-6139|579-081-2683x5649|Mrs. Jennifer Foster|096df2e9-52db-452c-ae18-5f3553aec04e|3579373050369525|American Express|06/25|97720.76|Pesos Argentinos|0.0028
BluePeak Systems|5.03|054-08-6446|+1-585-624-9955x6419|Dawn Fletcher|4b5e5c5c-06fb-41ee-87a2-964ab6840a75|4588994667301|Discover|11/25|17881.93|Pesos Argentinos|0.0028
Prime Dynamics|18.71|524-94-8885|(676)965-0983x042|James Blair|44f11341-531c-489d-8c3d-764d3d9f20c9|3593305484109855|Mastercard|04/25|10917.13|Real|0.19
TechNova|2.88|882-71-3919|843.810.6185|Edward Contreras|14b6463a-e7a7-4c5e-bbe7-b1d702591352|341108334992715|Visa|06/28|77241.57|Libra|1.3
GreenWave Inc.|19.26|603-29-6625|001-438-343-7974|Anne Parker|c1a2cc8a-2d88-4a01-b9c7-267061573610|3529074901787029|Discover|02/28|39696.47|Dolar Canadiense|0.75
NextGen Ventures|3.91|374-02-6487|001-001-952-2960x1800|Matthew Johnson|3469c4db-817f-46ff-8daf-23531743c08b|6509920281864647|Visa|05/25|82175.58|Dolar|1
GreenWave Inc.|1.83|105-12-2494|+1-868-239-4359x8590|Anthony Reilly|e0d9136b-5307-4907-9bea-3ec8b997c254|4853994489657886|Visa|12/27|65893.03|Real|0.19
Visionary Labs|5.1|842-14-1205|+1-325-479-7407|Zachary Sutton|59e91715-c525-47a7-be6a-1de7b4c840e0|3526947132671000|UnionPay|12/27|70430.73|Libra|1.3
EcoSolutions|7.17|329-42-0897|973.995.4796|Amanda Bowman DDS|91035df5-c09f-4105-a429-3a5aa49365a6|3504706730936041|Mastercard|09/26|67699.84|Pesos Argentinos|0.0028
BluePeak Systems|13.98|282-53-8106|327-838-1403x337|Beth House|fa3edc7c-4fc2-497f-8790-32562aaa8473|3545369331155908|American Express|02/29|25700.79|Pesos Argentinos|0.0028
GlobalCorp|4.24|230-87-1023|382.692.0834x91589|Andrea Little|f20180af-e89e-4933-8457-5a79983fe071|349884347449024|UnionPay|11/24|47664.54|Dolar|1
